28	95	198	137	173	126
148	12	18	145	89	133
11	152	51	173	169	99
112	144	60	197	29	139
47	148	85	148	70	125
28	56	10	141	147	74
156	185	70	181	124	110
171	44	180	15	134	127
147	53	114	40	61	118
87	180	103	169	116	62
88	56	126	139	40	43
197	31	66	119	159	50
129	62	64	162	175	43
34	34	32	165	41	97
145	13	164	129	190	188
119	49	34	151	55	168
89	98	13	142	196	12
10	168	71	139	90	191
138	83	63	112	39	61
177	168	200	124	153	118
89	147	130	19	100	110
92	74	187	89	135	53
107	199	182	183	95	115
175	147	13	106	29	146
118	29	52	113	71	32
83	182	101	117	197	176
147	136	179	146	64	85
170	98	118	133	142	166
36	108	16	84	91	12
199	82	13	103	27	53
17	129	163	177	122	109
142	29	144	89	114	89
191	36	151	105	114	113
182	184	116	158	180	72
187	87	76	98	175	99
103	100	164	85	73	80
196	142	106	89	158	177
124	128	124	109	108	69
192	127	143	179	195	172
31	127	29	15	79	48
62	190	177	155	52	70
139	39	90	15	90	193
151	166	44	20	175	154
147	107	179	90	183	124
198	58	151	130	57	141
183	151	100	13	97	174
112	109	145	191	32	67
166	95	173	151	106	160
72	176	98	132	51	77
31	98	35	130	187	128
149	10	156	188	122	129
156	56	130	182	168	79
180	109	55	192	152	113
170	78	82	30	78	62
116	156	25	10	18	72
13	48	59	170	52	24
72	42	188	46	61	55
35	80	145	165	159	163
40	117	13	98	85	61
64	176	19	87	23	155
44	30	48	29	154	188
28	134	100	63	109	71
111	34	17	71	84	191
50	179	58	124	155	158
68	64	63	142	98	20
145	100	152	70	36	191
42	15	172	33	142	66
13	25	108	151	32	70
173	21	18	75	48	55
25	72	83	23	171	156
111	27	174	128	141	10
62	25	71	23	185	28
155	157	152	24	60	160
188	184	53	50	180	164
143	199	157	32	78	198
95	108	150	160	176	43
78	61	163	37	19	38
37	147	54	14	54	79
188	47	148	89	183	81
164	134	27	139	28	80
12	173	153	124	114	30
34	158	32	48	42	66
194	180	154	175	14	20
108	73	26	120	151	152
27	74	155	40	16	86
77	131	42	159	22	13
136	93	122	34	166	69
169	108	26	126	192	53
70	173	75	19	73	142
168	118	128	185	124	186
161	64	107	106	50	89
24	63	39	191	118	126
131	158	154	101	133	64
99	170	149	120	163	170
32	168	123	181	63	39
193	132	147	127	14	136
137	63	138	144	136	95
87	179	160	81	149	146
70	32	74	133	141	102
101	111	81	197	70	29
18	43	177	41	63	162
24	46	53	147	42	133
59	80	68	22	41	68
43	31	89	120	155	33
78	136	200	119	147	140
82	197	115	190	55	27
14	172	89	159	175	35
31	60	150	89	34	124
71	104	56	150	12	76
150	120	160	106	151	163
84	189	143	165	167	44
192	19	105	15	120	79
85	195	103	181	70	114
20	127	140	26	103	76
63	155	51	120	72	44
56	94	80	123	174	151
27	148	77	82	198	177
68	178	65	103	172	47
111	31	184	169	82	132
35	47	130	35	56	160
120	174	25	172	37	176
199	64	34	138	85	157
56	115	200	71	154	11
44	98	38	81	99	185
130	152	112	157	199	33
115	140	190	90	17	121
89	187	188	116	116	167
104	17	116	150	17	33
161	83	180	172	155	132
177	108	82	20	27	59
177	27	188	74	184	196
184	197	137	19	193	81
43	27	132	182	35	136
195	79	25	108	26	19
189	66	65	143	33	42
90	27	142	51	106	53
128	52	107	22	150	29
178	99	178	185	125	158
103	195	34	74	50	147
62	49	81	122	120	94
179	155	190	50	188	177
43	96	125	90	168	165
182	153	106	190	52	27
25	179	183	90	48	135
105	148	127	137	16	13
137	99	93	148	43	63
125	37	82	127	26	81
31	31	17	37	194	31
17	25	144	151	140	51
104	51	190	118	90	52
15	78	82	135	115	200
58	44	120	162	54	167
144	195	43	110	120	170
119	132	139	151	79	160
105	16	97	79	95	197
22	185	33	97	84	49
14	88	135	89	85	98
104	183	127	78	11	88
91	190	197	194	146	28
35	89	15	49	43	172
48	94	133	155	188	37
23	151	78	104	117	127
112	187	133	42	172	102
109	166	87	147	186	32
117	190	154	153	180	24
62	61	16	136	11	23
159	144	187	63	171	56
63	19	92	130	193	70
70	159	61	121	59	116
192	67	156	170	11	162
144	35	60	65	189	84
150	58	50	162	108	189
117	83	192	158	68	118
121	198	88	152	37	183
113	132	65	69	139	166
130	121	165	194	200	23
22	154	54	119	84	180
176	75	139	72	16	134
139	190	101	119	187	165
74	45	22	12	51	174
176	99	117	92	146	170
36	122	162	36	61	52
53	182	59	128	80	33
61	85	172	147	41	15
116	82	188	40	73	89
30	135	160	124	45	75
149	141	37	109	27	130
92	83	68	18	142	87
169	144	93	83	84	16
95	186	150	59	58	40
138	150	163	71	39	40
170	156	156	44	189	141
62	147	101	93	150	119
131	124	56	145	118	98
97	50	48	167	162	151
61	118	36	34	125	132
175	19	123	13	55	35
25	175	46	159	69	184
141	98	58	24	185	112
79	192	25	106	37	172
99	102	53	43	17	154
60	34	82	77	101	127
25	86	59	15	26	153
174	116	73	156	18	48
30	73	20	81	78	161
29	36	32	97	130	123
73	109	148	162	67	58
49	195	62	13	38	127
171	23	177	161	86	23
33	175	84	91	102	41
167	121	192	193	40	85
18	83	62	12	177	64
158	70	44	49	50	200
115	65	82	22	199	180
128	58	17	86	73	199
147	161	22	21	153	123
51	84	17	84	168	133
69	98	170	101	138	106
93	72	95	106	178	154
184	37	171	72	144	68
173	199	92	63	90	107
87	132	30	199	83	183
179	39	86	89	72	76
60	113	72	81	111	31
177	39	187	48	24	27
46	69	182	157	100	47
24	111	176	10	173	112
122	166	133	167	45	42
199	141	119	124	111	130
70	83	21	82	145	79
34	13	184	52	133	100
188	41	103	111	70	78
131	180	137	63	20	32
86	82	67	94	61	53
146	150	80	167	197	105
162	29	97	18	43	150
40	43	65	72	16	67
192	88	175	117	177	158
93	158	134	157	68	187
141	195	95	192	59	53
193	29	121	98	32	95
21	70	15	82	49	121
122	90	55	46	179	196
93	174	29	122	104	113
88	111	85	81	81	40
21	120	74	36	109	196
163	189	27	10	147	80
64	164	159	23	119	94
73	36	79	19	13	57
169	56	175	133	12	35
96	56	149	134	155	39
65	152	85	36	84	54
121	59	164	193	188	35
189	105	78	145	140	99
31	83	123	82	92	142
88	23	116	184	103	38
153	56	159	48	16	113
174	122	22	132	168	20
175	79	80	61	124	121
147	125	176	85	149	154
63	132	53	162	66	137
26	129	125	17	137	102
159	18	29	147	35	22
179	129	57	79	55	19
14	180	90	101	176	188
79	37	140	66	159	153
150	15	160	141	188	51
40	139	106	187	119	152
42	36	15	82	50	63
140	123	124	98	111	187
79	165	135	74	44	26
44	91	107	134	55	184
16	181	104	148	121	26
139	133	76	197	143	97
125	72	132	10	78	120
94	141	56	95	124	143
38	107	147	30	176	190
148	197	147	178	146	29
185	153	30	86	89	76
82	160	40	81	138	26
41	19	99	161	73	145
68	109	187	122	108	137
34	169	169	93	89	165
124	72	123	122	79	149
174	88	93	163	58	64
24	20	185	105	198	188
74	84	120	109	197	89
59	151	161	37	76	47
106	38	145	29	17	107
10	163	151	72	98	198
107	182	179	172	12	38
36	117	134	149	196	14
177	20	165	47	86	176
162	115	103	10	115	20
34	172	46	159	98	190
142	167	75	69	147	107
64	121	56	180	174	69
97	29	158	35	20	73
154	77	187	198	72	33
197	111	102	32	47	111
98	78	177	136	46	127
121	10	114	42	128	118
179	62	96	118	163	13
189	74	17	187	75	194
54	48	106	113	152	32
43	167	166	108	52	111
154	82	45	116	137	54
88	103	58	115	20	164
32	149	196	165	193	51
125	52	177	132	174	81
100	73	29	68	21	93
27	49	108	48	131	16
162	21	78	115	119	51
120	88	192	172	122	88
43	187	199	75	112	178
163	72	16	128	146	72
106	76	62	162	192	194
41	72	193	49	136	130
23	97	54	94	133	131
37	48	86	54	21	180
143	29	80	81	140	198
171	57	127	162	110	127
18	174	124	104	34	186
160	122	190	151	180	92
145	90	139	64	154	81
140	24	12	48	16	110
95	106	96	89	148	49
184	15	98	111	22	24
102	108	161	27	187	13
84	179	81	75	29	195
161	35	107	119	125	187
185	123	120	70	123	190
46	12	192	149	56	176
107	109	113	144	78	192
85	196	143	189	77	60
61	175	127	112	160	142
139	117	87	76	60	33
105	36	15	192	119	200
182	148	124	181	161	25
54	115	114	36	189	112
116	156	17	51	42	180
23	162	122	111	45	162
93	169	31	73	105	165
23	58	189	39	107	101
183	143	121	45	16	163
13	171	11	86	146	20
87	105	127	11	53	143
184	53	158	141	26	140
108	23	113	25	188	160
57	119	134	86	170	190
119	36	76	52	112	92
134	147	52	189	79	66
62	13	61	78	63	107
69	56	169	192	151	147
105	99	59	39	124	39
146	183	62	134	114	193
151	135	35	179	165	152
86	19	161	115	97	26
147	161	178	60	137	89
139	173	49	70	86	75
71	199	33	192	84	53
154	156	73	172	101	60
94	186	35	122	136	30
197	44	14	176	14	174
101	131	29	44	155	104
51	184	88	20	56	35
57	185	38	50	197	82
125	156	131	56	74	123
153	148	168	60	11	20
157	110	31	155	117	84
164	94	198	39	168	176
150	163	132	103	40	106
133	137	87	19	159	44
112	154	51	66	101	46
101	135	155	48	121	55
200	85	151	167	196	193
14	191	187	145	70	33
111	104	149	16	138	101
177	122	134	149	45	81
113	14	135	84	197	86
180	123	197	169	181	155
128	63	37	181	195	30
100	196	178	44	182	161
118	111	115	119	44	49
118	74	102	96	112	190
39	41	137	104	125	21
129	147	74	31	118	111
15	141	18	166	171	163
138	91	43	61	136	185
110	151	31	20	189	74
167	36	177	29	18	87
83	132	152	100	198	125
144	126	191	79	152	112
49	166	13	123	150	75
55	198	119	41	36	197
92	103	39	32	69	163
197	40	81	29	83	163
104	63	38	142	62	10
196	22	180	96	79	86
152	199	59	46	170	123
103	89	104	151	161	127
178	36	175	185	62	158
102	40	67	175	80	96
190	20	182	165	170	129
70	184	95	170	101	183
27	151	148	35	135	64
13	99	184	177	197	141
53	183	64	190	134	171
47	126	65	52	155	149
30	102	39	51	71	55
193	188	70	165	48	131
51	65	64	10	174	139
154	120	33	63	21	178
120	21	194	109	164	105
12	163	165	144	200	83
164	77	60	126	14	51
12	80	69	44	26	181
104	132	134	22	36	60
45	122	98	126	154	172
100	198	156	148	160	134
44	197	97	62	133	145
23	42	93	71	48	181
182	74	38	18	101	192
105	131	47	186	114	45
113	143	31	37	180	98
101	197	115	199	191	18
70	95	114	194	30	24
104	58	48	159	84	70
170	71	99	178	97	58
123	114	81	72	88	133
195	149	36	167	59	103
101	190	169	58	30	147
27	161	13	40	101	144
119	160	171	118	116	78
153	17	121	135	18	102
42	103	30	21	89	32
59	197	67	25	179	171
152	163	180	177	19	139
114	28	94	171	196	63
177	192	36	13	52	104
146	176	62	44	138	161
163	118	121	149	122	186
177	156	134	113	60	90
81	180	119	127	11	100
159	194	14	68	64	175
59	24	66	140	50	142
61	35	195	62	144	76
103	179	51	176	68	135
16	87	145	124	74	155
186	87	166	104	182	174
125	70	129	114	102	175
81	168	199	63	150	91
79	161	18	136	138	118
23	131	121	145	42	195
93	82	196	18	113	106
115	80	38	146	117	111
136	91	41	23	133	51
124	192	138	160	158	93
56	32	39	38	86	57
103	31	156	69	76	174
150	62	164	56	197	53
131	93	57	158	71	58
124	112	68	77	95	125
81	197	108	113	83	121
132	39	164	124	118	127
178	157	70	14	113	195
117	39	189	184	25	40
100	167	165	89	63	122
121	178	79	197	80	79
178	77	25	80	101	10
19	163	81	53	187	84
30	117	168	173	49	52
176	37	96	90	164	95
122	90	197	93	185	126
63	94	18	79	88	150
142	161	161	21	176	53
107	56	122	130	137	171
50	114	42	91	85	62
52	55	196	10	164	14
86	156	109	121	73	137
55	18	54	169	125	75
159	35	77	101	10	30
15	198	159	188	24	169
144	147	94	35	126	21
108	43	68	77	91	143
128	50	200	197	135	161
33	95	171	126	192	189
145	125	191	95	93	155
66	189	114	56	30	51
175	141	80	189	111	129
74	45	132	115	89	127
37	159	109	183	61	60
120	92	137	131	28	68
185	175	12	76	133	61
133	106	44	87	90	82
43	87	102	102	102	191
129	54	109	112	124	185
182	58	19	140	147	181
35	180	128	72	61	115
180	97	168	16	185	187
189	138	50	184	124	76
84	86	111	17	87	96
42	124	161	146	163	179
98	71	80	54	83	24
176	41	81	34	103	92
141	78	127	189	65	81
116	115	25	74	147	96
46	98	161	43	120	85
183	43	158	60	12	81
100	54	62	49	94	132
97	149	156	28	200	190
47	189	92	112	130	64
99	117	115	53	84	25
169	167	199	84	156	108
58	145	135	48	27	143
176	15	89	87	73	106
99	107	133	121	102	27
14	173	175	165	102	187
49	25	60	31	35	83
68	79	14	118	10	45
151	155	106	32	50	141
33	62	118	27	126	128
196	68	140	74	36	60
75	88	64	110	115	117
126	37	135	45	38	98
64	146	178	70	187	144
57	110	55	98	41	64
65	170	52	83	15	181
59	144	169	86	35	191
23	155	99	22	188	37
109	174	53	72	101	117
55	87	81	69	157	55
92	77	23	197	70	193
182	41	126	51	176	88
78	12	108	76	183	24
83	27	26	156	53	37
68	145	131	34	172	14
81	157	141	188	28	190
141	97	159	61	68	52
11	168	96	151	136	180
146	165	86	10	46	75
69	166	176	76	184	194
90	63	42	54	103	153
149	66	93	27	86	73
38	87	181	50	105	15
128	108	55	188	168	93
75	36	21	196	57	102
98	84	62	194	160	32
44	154	85	56	149	74
146	114	158	66	121	199
41	162	174	173	169	109
162	142	180	127	26	35
195	88	133	156	130	65
59	102	182	63	97	175
173	182	183	23	176	171
126	79	118	193	170	80
20	15	54	173	67	60
186	120	69	111	114	110
188	32	183	171	46	64
193	16	179	36	74	65
92	83	187	192	58	16
171	163	193	157	180	39
130	143	113	92	184	80
70	28	157	104	96	106
38	104	156	114	94	38
169	132	53	59	189	163
72	10	119	95	156	41
123	105	129	195	25	105
191	137	19	172	60	103
156	21	114	181	186	142
51	49	97	92	161	186
28	180	181	14	77	135
55	165	71	36	196	166
183	93	73	102	190	113
148	197	173	68	147	64
56	97	179	135	96	18
180	59	126	137	111	33
187	198	123	26	109	170
58	153	122	42	10	101
86	32	138	16	100	126
111	117	119	83	179	10
32	118	76	165	102	121
47	95	185	22	95	37
84	130	87	176	165	121
164	145	51	78	171	62
32	159	93	85	23	38
179	127	147	161	65	49
70	185	87	186	144	67
57	23	105	68	111	81
180	84	126	80	151	23
35	108	91	51	197	199
153	75	81	110	34	67
141	196	74	86	149	155
11	199	60	139	169	66
124	58	36	93	120	112
178	50	184	111	96	75
169	99	200	135	99	154
194	138	153	194	122	162
90	110	181	46	129	148
38	123	163	136	166	40
57	75	141	46	162	193
85	75	160	165	93	137
185	69	109	42	147	164
75	110	166	45	12	20
55	131	60	81	191	62
199	109	22	146	85	37
200	88	188	116	107	126
67	187	38	96	150	195
36	110	24	28	26	107
138	107	157	78	41	13
164	157	193	192	186	29
158	137	142	77	84	90
19	145	81	37	89	81
56	33	195	40	73	142
85	110	200	67	146	28
110	169	79	100	147	169
118	91	60	68	65	149
103	69	136	192	99	61
134	123	149	196	130	189
179	196	115	189	53	42
132	12	200	99	108	43
118	67	185	58	179	44
98	160	176	62	140	13
117	189	42	170	175	61
121	77	85	168	190	193
149	105	41	67	98	132
38	180	193	169	109	153
170	160	86	83	181	122
186	149	108	76	145	51
104	176	115	117	66	165
189	115	196	89	111	14
118	99	148	66	92	113
75	123	180	195	104	198
34	77	177	160	156	182
160	28	122	26	67	118
10	27	135	95	28	70
19	71	141	188	124	22
29	163	136	113	161	148
130	128	45	186	70	82
90	158	137	175	93	91
190	200	158	24	143	181
198	46	28	112	44	11
128	87	170	47	128	109
112	115	125	155	19	33
184	138	58	146	164	181
25	21	77	17	155	28
116	73	158	125	107	139
47	49	78	87	71	190
179	124	99	155	87	68
20	85	182	161	87	101
39	138	10	21	30	147
15	196	129	24	39	134
105	76	25	92	47	61
42	132	23	90	191	10
40	24	33	104	33	124
90	64	26	200	23	181
62	60	51	154	165	140
96	191	23	25	137	194
126	29	72	106	44	40
128	41	88	66	84	36
45	51	181	170	168	39
62	165	100	153	169	193
16	32	171	180	120	172
152	20	105	172	158	32
12	84	87	33	85	13
181	70	99	69	84	42
155	165	158	27	185	58
101	157	101	123	12	123
18	168	156	98	107	28
57	174	94	179	24	123
169	65	94	58	172	18
194	61	137	52	182	62
35	176	41	175	95	91
114	166	69	50	198	86
197	24	79	42	17	132
186	59	174	86	28	186
183	194	22	38	82	144
66	85	172	13	198	24
147	123	40	25	15	105
133	29	109	142	73	112
135	37	89	37	143	46
78	172	61	196	129	29
86	181	35	72	31	25
33	72	141	192	42	129
61	86	22	85	114	40
181	72	63	53	59	63
115	93	119	74	97	161
180	148	189	49	155	123
116	105	159	90	46	125
172	80	124	150	75	131
186	113	41	157	100	162
81	15	50	79	189	143
133	170	27	92	197	134
72	182	143	115	22	157
24	84	193	52	104	16
180	192	53	169	131	132
101	89	189	24	43	162
14	174	108	35	137	180
130	96	98	83	113	12
146	13	95	65	18	38
138	100	150	100	158	113
147	104	78	51	139	154
88	38	86	82	188	137
122	84	166	55	94	144
121	58	79	38	80	49
70	149	179	134	106	115
107	119	160	20	45	29
195	12	179	69	81	150
36	64	125	127	159	25
194	105	155	190	151	56
134	193	185	195	159	56
187	30	94	133	51	117
93	82	119	196	41	131
95	189	103	200	61	110
107	170	116	84	109	33
39	159	89	100	14	86
148	53	176	147	17	70
184	62	119	112	118	114
123	129	61	170	153	140
115	167	158	126	24	183
120	95	172	176	179	111
90	183	106	44	27	34
189	148	196	80	140	26
14	133	119	178	100	162
21	32	32	93	112	12
171	57	152	200	165	182
50	65	189	126	181	88
152	105	44	157	56	99
29	140	51	38	168	134
71	71	110	123	75	124
19	194	86	82	54	71
58	117	79	68	34	136
96	82	52	142	190	154
61	150	154	191	26	13
41	137	22	22	13	110
114	77	163	180	61	150
173	37	137	128	19	81
106	40	42	200	195	121
142	163	47	59	92	47
142	23	120	95	90	20
162	94	127	77	61	154
124	23	140	159	31	50
197	33	19	140	103	24
165	190	129	34	147	35
102	139	95	147	63	112
160	35	100	165	66	95
172	69	51	187	126	91
124	28	173	80	60	149
12	185	139	146	112	163
123	82	36	20	174	161
140	80	148	111	139	101
19	62	41	128	26	37
70	131	75	41	139	61
39	181	130	27	183	137
43	170	136	49	169	168
106	14	175	101	101	199
39	94	75	125	67	31
40	137	36	180	120	140
18	193	176	105	182	24
66	135	63	91	15	158
77	88	41	110	116	62
73	67	79	176	90	159
143	196	194	82	11	49
47	54	43	128	173	191
161	120	37	17	120	103
105	152	172	127	61	78
15	123	69	112	177	67
185	178	18	106	51	59
101	74	48	91	55	191
101	178	82	60	129	165
187	145	142	33	107	84
93	122	182	133	185	40
154	24	114	159	116	78
74	177	90	150	200	147
160	187	145	109	183	140
84	25	26	48	136	65
142	193	156	191	101	174
129	87	200	161	12	20
24	200	160	125	189	145
82	118	24	83	175	158
92	141	98	39	37	189
18	45	119	84	75	127
114	30	45	148	74	147
130	100	14	131	107	187
108	18	155	170	167	126
192	153	194	12	111	52
91	58	153	52	152	199
171	64	160	43	73	28
19	107	46	167	16	176
92	19	36	193	47	91
53	58	181	58	182	105
51	177	16	82	123	74
104	138	76	30	177	69
31	139	74	61	132	183
121	189	10	68	115	82
39	164	12	197	141	32
115	77	26	109	42	160
173	42	154	160	27	76
20	58	181	196	144	192
184	93	162	182	173	37
160	174	19	98	20	122
180	112	160	82	51	35
80	48	181	174	79	129
67	46	137	155	23	199
79	88	81	83	95	59
147	39	110	13	113	172
147	56	64	160	20	179
68	100	188	123	185	53
11	82	135	25	179	69
176	45	150	29	63	96
187	92	82	153	20	87
29	112	107	93	53	117
190	89	44	91	71	196
25	87	95	153	86	103
95	42	161	165	28	79
18	22	170	94	21	189
88	183	150	53	16	168
80	64	116	121	194	114
14	138	117	113	186	162
33	123	111	111	43	49
103	163	186	54	102	158
187	76	87	139	174	79
190	31	46	192	164	153
102	152	93	18	191	162
117	175	152	199	199	46
28	81	27	13	163	90
131	112	118	30	67	169
153	172	70	16	88	22
148	94	26	109	139	25
69	125	65	54	122	51
55	102	120	156	30	197
55	46	15	132	33	162
137	54	169	96	158	189
162	140	184	119	168	42
104	199	35	175	198	57
85	107	123	118	198	71
109	189	97	68	93	115
161	179	79	183	189	97
174	99	89	123	141	27
53	93	191	85	33	72
20	116	188	158	86	66
11	172	101	81	107	156
108	172	98	20	70	197
18	58	196	53	14	27
77	52	79	163	198	42
24	126	43	159	64	70
181	194	10	65	128	169
83	108	181	81	176	134
177	97	147	200	105	118
143	127	39	78	33	31
33	23	85	53	82	68
163	195	84	18	19	142
152	23	114	168	26	65
77	81	137	74	165	101
154	138	135	68	108	96
61	148	149	117	120	121
145	65	101	138	112	23
135	98	154	68	74	83
29	179	57	11	22	48
131	130	161	188	65	151
138	165	192	131	42	86
57	120	73	69	162	89
114	128	158	58	196	169
41	190	138	105	119	111
64	125	68	200	92	36
196	198	15	17	145	129
40	69	14	135	175	147
78	110	38	150	140	94
200	164	194	76	69	93
155	35	181	52	15	120
152	72	164	83	53	137
174	77	199	90	196	32
17	63	40	14	137	113
102	127	128	19	86	89
89	194	97	24	19	51
69	58	74	126	84	195
175	10	90	139	167	108
120	102	131	90	71	88
198	173	60	85	176	84
177	194	60	57	52	26
55	120	91	166	158	74
185	140	192	120	151	84
122	188	89	81	116	73
66	24	71	168	48	54
46	64	67	141	91	126
100	200	187	159	125	88
24	105	174	112	21	54
69	113	100	90	27	79
174	73	102	51	20	166
145	132	53	14	118	34
152	51	118	88	62	152
78	40	175	42	25	10
134	121	167	157	87	56
171	15	191	127	93	178
36	132	163	149	119	103
135	16	119	109	112	116
31	34	107	186	171	25
145	195	184	151	47	137
66	38	131	66	184	15
115	129	42	92	161	137
182	144	57	38	58	44
87	193	158	38	117	172
107	73	82	74	66	194
28	100	77	156	104	114
165	170	27	21	71	133
109	173	145	96	15	15
32	27	78	163	88	144
59	67	46	179	37	173
142	191	187	38	65	18
185	188	174	47	200	155
84	25	20	118	142	55
119	12	21	31	85	178
99	158	83	146	144	172
105	165	174	38	127	35
145	142	92	179	193	108
66	34	88	37	103	51
94	118	49	182	38	115
64	30	77	158	149	194
112	65	33	37	103	124
61	10	68	31	155	167
118	32	23	11	26	53
153	19	107	124	82	132
46	67	150	132	37	150
153	166	106	162	66	178
57	180	200	65	35	145
194	27	166	30	17	32
153	157	132	143	138	68
21	96	74	14	80	48
187	180	176	151	187	115
14	150	29	48	58	95
32	88	83	56	149	137
21	23	198	35	77	120
24	19	97	32	89	136
170	116	160	100	153	200
143	42	197	134	156	64
55	36	103	86	15	53
104	180	35	159	49	157
108	130	81	117	146	46
177	33	74	48	72	77
137	131	24	151	119	27
83	158	122	52	200	36
20	114	158	188	39	92
34	151	74	175	21	53
156	90	100	42	148	147
151	75	104	45	112	61
98	183	190	104	45	180
137	147	125	97	104	40
176	115	114	118	39	145
50	41	145	122	167	78
161	197	192	183	125	100
76	127	55	132	44	39
182	48	99	28	31	85
81	84	33	166	97	13
173	188	103	129	39	170
54	14	34	156	55	175
95	68	74	155	132	68
129	56	42	200	189	140
87	124	38	160	61	13
84	152	133	192	182	129
59	114	64	42	54	36
44	181	67	70	172	196
114	91	31	131	160	123
116	146	96	145	173	24
69	193	151	94	22	148
142	49	56	90	172	32
35	188	144	146	62	170
61	62	84	187	118	130
84	177	150	181	60	21
184	141	82	126	134	69
69	124	122	17	167	67
174	132	137	63	189	121
172	101	178	161	116	39
125	149	60	70	156	59
34	106	51	11	75	52
139	151	146	191	12	26
108	118	190	20	140	197
90	71	57	124	164	168
13	172	55	178	136	33
20	96	191	53	111	67
11	92	151	157	59	141
149	160	163	186	132	186
158	154	164	189	148	101
77	79	166	149	73	120
19	75	104	67	40	163
193	26	105	183	114	60
19	98	67	75	56	121
123	174	158	199	114	127
93	119	86	169	176	56
15	56	73	36	153	31
163	77	28	156	168	78
105	119	149	116	123	91
78	15	135	110	60	84
184	174	163	166	104	90
33	126	83	15	174	27
23	191	96	172	164	77
86	185	19	25	128	197
163	105	105	15	196	39
178	23	121	42	126	185
55	61	199	123	55	60
178	11	65	164	183	163
140	199	134	40	44	167
128	187	132	67	92	98
157	129	162	117	41	143
71	56	197	110	166	122
14	199	96	116	93	184
74	44	28	140	177	92
57	57	65	102	126	44
97	50	96	167	173	166
89	128	116	147	25	77
198	68	194	94	30	130
71	61	39	122	92	46
100	187	116	29	151	168
165	133	189	19	19	195
190	120	91	111	144	194
40	57	141	57	109	195
103	177	30	62	10	64
131	140	157	37	194	114
180	189	10	157	153	74
93	49	157	81	99	132
26	63	197	177	22	35
148	52	78	135	175	99
41	194	94	154	90	178
16	124	195	57	175	91
86	119	60	143	60	150
145	39	145	96	41	96
139	180	60	137	89	76
144	10	168	130	167	160
17	175	92	95	82	191
34	128	65	172	70	97
107	64	144	121	57	99
181	71	187	127	72	43
26	176	161	135	198	194
112	191	168	146	167	179
92	87	109	90	15	80
76	14	87	95	33	146
113	155	36	85	34	15
163	113	87	171	185	134
17	118	163	134	83	33
24	87	164	13	88	28
166	145	51	79	75	188
